city,state,shape,Sight_Date,Sight_Time,Sight_Weekday,Sight_Day,Sight_Month
Los Angeles,CA,Triangle,2000-05-15,04:00:00,Monday,15,5
Saucier,MS,Circle,2000-05-10,17:00:00,Wednesday,10,5
Denver,CO,Other,2000-05-08,01:05:00,Monday,8,5
Red Shirt (near),SD,Light,2000-05-01,23:00:00,Monday,1,5
Centerville,OH,Triangle,2000-05-01,22:00:00,Monday,1,5
Westlake,LA,Light,2000-05-01,21:00:00,Monday,1,5
Ewa Beach,HI,Triangle,2000-06-30,00:00:00,Friday,30,6
Hollister,CA,Circle,2000-06-30,22:00:00,Friday,30,6
Bedford,NY,Light,2000-06-30,22:00:00,Friday,30,6
Buffalo,NY,Triangle,2000-06-30,22:00:00,Friday,30,6
Sycamore,OH,Triangle,2000-06-30,21:35:00,Friday,30,6
Lincoln,NE,Formation,2000-06-30,21:30:00,Friday,30,6
Bennington,VT,Other,2000-06-30,20:00:00,Friday,30,6
West Gardiner,ME,Cigar,2000-06-30,19:00:00,Friday,30,6
Springboro,PA,Circle,2000-06-30,15:00:00,Friday,30,6
Auburn,WA,Circle,2000-06-30,12:00:00,Friday,30,6
Las Vegas,NV,Triangle,2000-06-30,02:30:00,Friday,30,6
Stranger,KS,Other,2000-06-22,14:00:00,Thursday,22,6
Salida,CA,Triangle,2000-06-20,20:00:00,Tuesday,20,6
Clifton,NJ,Other,2000-06-20,00:00:00,Tuesday,20,6
Monroe,NY,Rectangle,2000-06-18,23:06:00,Sunday,18,6
Seattle,WA,Other,2000-06-15,23:11:00,Thursday,15,6
Millville,NJ,Triangle,2000-06-15,23:00:00,Thursday,15,6
Cape May Court House,NJ,Light,2000-06-15,22:00:00,Thursday,15,6
Caarthage,MS,Triangle,2000-06-15,17:45:00,Thursday,15,6
Gallon (general area),OH,Sphere,2000-06-15,13:00:00,Thursday,15,6
Dayton (Wright-Patterson AFB),OH,Other,2000-06-15,05:00:00,Thursday,15,6
Casper,WY,Oval,2000-06-13,22:00:00,Tuesday,13,6
Orofino/Weippe,ID,Triangle,2000-06-10,21:30:00,Saturday,10,6
Ely (Boundary Waters CA),MN,Light,2000-06-07,21:30:00,Wednesday,7,6
Buckley,WA,Disk,2000-06-01,23:00:00,Thursday,1,6
Santa Fe,NM,Triangle,2000-06-01,21:30:00,Thursday,1,6
Cary,NC,Other,2000-06-01,21:00:00,Thursday,1,6
Macon,GA,Other,2000-06-01,15:00:00,Thursday,1,6
Albuquerque,NM,Light,2000-06-01,15:00:00,Thursday,1,6
Milledgeville,GA,Oval,2000-06-01,15:00:00,Thursday,1,6
San Francisco,CA,Formation,2000-06-01,02:00:00,Thursday,1,6
San Pedro,CA,Oval,2000-06-01,01:00:00,Thursday,1,6
Auburn,WA,Oval,2000-06-01,01:00:00,Thursday,1,6
Joshua Tree National Park,CA,Oval,2000-06-01,00:00:00,Thursday,1,6
Lubbock,TX,Fireball,2000-07-26,22:00:00,Wednesday,26,7
Sturgeon Bay,WI,Other,2000-07-25,22:23:00,Tuesday,25,7
Milwaukee,WI,Formation,2000-07-24,10:00:00,Monday,24,7
Glendale,AZ,Circle,2000-07-23,20:30:00,Sunday,23,7
South Padre Island,TX,Oval,2000-07-20,21:00:00,Thursday,20,7
Longbranch,NJ,Flash,2000-07-20,01:30:00,Thursday,20,7
Lake City,CA,Light,2000-07-17,22:30:00,Monday,17,7
Issaquah,WA,Changing,2000-07-16,09:00:00,Sunday,16,7
Loves Park,IL,Triangle,2000-07-15,22:00:00,Saturday,15,7
Los Angeles,CA,Triangle,2000-07-15,18:00:00,Saturday,15,7
Vernal,UT,Disk,2000-07-15,12:00:00,Saturday,15,7
Miami,FL,Cigar,2000-07-15,01:00:00,Saturday,15,7
Portland,OR,Flash,2000-07-14,02:00:00,Friday,14,7
Casa,AR,Cigar,2000-07-12,23:00:00,Wednesday,12,7
Frederick,MD,Sphere,2000-07-07,01:45:00,Friday,7,7
Highland Park,IL,Fireball,2000-07-07,01:00:00,Friday,7,7
Dawsonville,GA,Triangle,2000-07-06,00:00:00,Thursday,6,7
Pacific City,OR,Light,2000-07-04,21:00:00,Tuesday,4,7
Mount Pleasant,SC,Circle,2000-07-02,21:15:00,Sunday,2,7
Sewell,NJ,Rectangle,2000-07-01,21:00:00,Saturday,1,7
Stockton,CA,Disk,2000-07-01,19:00:00,Saturday,1,7
Bellingham,WA,Triangle,2000-07-01,19:00:00,Saturday,1,7
Waco,TX,Circle,2000-07-01,17:00:00,Saturday,1,7
Ogden,UT,Oval,2000-07-01,16:00:00,Saturday,1,7
Austin,TX,Cigar,2000-07-01,16:00:00,Saturday,1,7
Naugatuck,CT,Sphere,2000-07-01,13:00:00,Saturday,1,7
"Tylertown, MS/Memphis,TN",MS,Light,2000-07-01,04:00:00,Saturday,1,7
Indianapolis,IN,Triangle,2000-07-01,03:00:00,Saturday,1,7
Santa Rosa,CA,Sphere,2000-07-01,01:00:00,Saturday,1,7
New York City (Brooklyn),NY,Light,2000-08-20,23:00:00,Sunday,20,8
New York City (Brooklyn),NY,Light,2000-08-20,23:00:00,Sunday,20,8
Yorba Linda,CA,Other,2000-08-16,23:10:00,Wednesday,16,8
Mackinaw (20 min south of; on hwy 75),MI,Changing,2000-08-15,23:00:00,Tuesday,15,8
Burke,VA,Circle,2000-08-15,21:00:00,Tuesday,15,8
Derby,KS,Triangle,2000-08-12,22:00:00,Saturday,12,8
Wallingford,CT,Triangle,2000-08-12,20:45:00,Saturday,12,8
Fresno,CA,Triangle,2000-08-12,02:00:00,Saturday,12,8
Marathon Key,FL,Sphere,2000-08-03,23:00:00,Thursday,3,8
Campo,CA,Changing,2000-08-01,23:00:00,Tuesday,1,8
Los Angeles,CA,Triangle,2000-08-01,18:00:00,Tuesday,1,8
Turkey,TX,Circle,2000-08-01,13:00:00,Tuesday,1,8
Canoga Park,CA,Sphere,2000-09-30,18:24:00,Saturday,30,9
North Texas,TX,Fireball,2000-09-30,02:00:00,Saturday,30,9
San Jose,CA,Oval,2000-09-21,23:00:00,Thursday,21,9
San Francisco,CA,Light,2000-09-17,16:00:00,Sunday,17,9
Harrington,WA,Rectangle,2000-09-15,02:30:00,Friday,15,9
Duncan,OK,Other,2000-09-15,02:00:00,Friday,15,9
Anoka,MN,Circle,2000-09-11,18:00:00,Monday,11,9
South Bend,IN,Triangle,2000-09-01,22:00:00,Friday,1,9
Sedona,AZ,Fireball,2000-09-01,22:00:00,Friday,1,9
Sugar Creek,MO,Triangle,2000-09-01,22:00:00,Friday,1,9
Union,MO,Other,2000-09-01,18:00:00,Friday,1,9
Pottsboro,TX,Other,2000-09-01,08:00:00,Friday,1,9
Sipsey,AL,Disk,2000-10-31,20:00:00,Tuesday,31,10
Boise,ID,Circle,2000-10-31,07:00:00,Tuesday,31,10
Fairview,MI,Disk,2000-10-29,20:00:00,Sunday,29,10
Munhall,PA,Light,2000-10-25,00:00:00,Wednesday,25,10
McKinney,TX,Light,2000-10-18,22:15:00,Wednesday,18,10
Greensboro,NC,Oval,2000-10-15,22:00:00,Sunday,15,10
Portland,OR,Circle,2000-10-15,20:00:00,Sunday,15,10
Commerce City to Henderson,CO,Triangle,2000-10-15,17:00:00,Sunday,15,10
Mt. Kisco,NY,Light,2000-10-15,04:00:00,Sunday,15,10
Nassau Bay,TX,Oval,2000-10-15,04:00:00,Sunday,15,10
Pratt,KS,Triangle,2000-10-15,00:00:00,Sunday,15,10
Forest Hills,NY,Circle,2000-10-13,01:00:00,Friday,13,10
Whittier,CA,Light,2000-10-11,23:30:00,Wednesday,11,10
Waterville Valley,NH,Other,2000-10-09,19:00:00,Monday,9,10
Wheaton,MD,Triangle,2000-10-01,20:00:00,Sunday,1,10
Madera,CA,Light,2000-10-01,14:00:00,Sunday,1,10
Albuquerque,NM,Other,2000-11-15,21:00:00,Wednesday,15,11
Sidney,TX,Other,2000-11-15,18:00:00,Wednesday,15,11
Jackson,TN,Triangle,2000-11-12,09:00:00,Sunday,12,11
Syracuse,NY,Triangle,2000-11-10,23:00:00,Friday,10,11
Roseville,CA,Triangle,2000-11-07,22:00:00,Tuesday,7,11
South Roxana,PA,Light,2000-11-04,19:00:00,Saturday,4,11
Berthoud Pass,CO,Triangle,2000-12-29,19:30:00,Friday,29,12
Mansfield,TX,Flash,2000-12-28,12:00:00,Thursday,28,12
Kea'au,HI,Sphere,2000-12-27,15:00:00,Wednesday,27,12
Orlando,FL,Triangle,2000-12-19,20:00:00,Tuesday,19,12
Pioneer,TN,Light,2000-12-16,00:45:00,Saturday,16,12
Savoonga,AK,Disk,2000-12-15,10:00:00,Friday,15,12
Marshfield,WI,Light,2000-12-10,15:00:00,Sunday,10,12
Mankato,MN,Other,2000-12-10,03:30:00,Sunday,10,12
Independence,KS,Light,2001-01-30,22:00:00,Tuesday,30,1
Chicago,IL,Sphere,2001-01-30,02:00:00,Tuesday,30,1
Tunica,MS,Circle,2001-01-18,23:00:00,Thursday,18,1
Rockford,IL,Light,2001-01-11,21:00:00,Thursday,11,1
Miramar,FL,Formation,2001-01-01,22:30:00,Monday,1,1
Oceanside,CA,Light,2001-01-01,18:00:00,Monday,1,1
Sacramento,CA,Circle,2001-01-01,01:00:00,Monday,1,1
Columbus,GA,Triangle,2001-02-21,22:10:00,Wednesday,21,2
Sandy City,UT,Circle,2001-02-15,20:00:00,Thursday,15,2
Wichita,KS,Flash,2001-02-15,00:05:00,Thursday,15,2
Castle Creek,NY,Other,2001-02-13,22:00:00,Tuesday,13,2
Baldwin/Jacksonville,MD,Light,2001-02-11,06:45:00,Sunday,11,2
Okmulgee,OK,Triangle,2001-02-08,11:00:00,Thursday,8,2
Bellevue,WA,Circle,2001-02-01,05:45:00,Thursday,1,2
Palmer,AK,Light,2001-03-30,22:00:00,Friday,30,3
San Jose,CA,Disk,2001-03-26,13:00:00,Monday,26,3
Orlando & Daytona (between),FL,Triangle,2001-03-22,00:30:00,Thursday,22,3
Redding,CA,Light,2001-03-14,18:30:00,Wednesday,14,3
West Middlesex,PA,Sphere,2001-03-10,22:30:00,Saturday,10,3
Clarion,PA,Disk,2001-03-01,22:00:00,Thursday,1,3
Indialantic,FL,Sphere,2001-03-01,19:00:00,Thursday,1,3
Edwardsville,IL,Rectangle,2001-04-30,23:00:00,Monday,30,4
Albuquerque,NM,Light,2001-04-26,03:00:00,Thursday,26,4
Hamilton,AL,Other,2001-04-19,20:30:00,Thursday,19,4
McLouth,KS,Circle,2001-04-18,23:30:00,Wednesday,18,4
Salt Lake City,UT,Disk,2001-04-15,23:30:00,Sunday,15,4
Princeton,WV,Light,2001-04-15,19:00:00,Sunday,15,4
Hanford Nuclear Reservation,WA,Sphere,2001-04-15,14:30:00,Sunday,15,4
Soap Lake,WA,Triangle,2001-04-15,10:30:00,Sunday,15,4
Woodland,WA,Oval,2001-04-01,21:00:00,Sunday,1,4
Alton,NH,Flash,2001-04-01,02:00:00,Sunday,1,4
Meriden,CT,Circle,2001-05-30,12:00:00,Wednesday,30,5
Murphy,NC,Light,2001-05-24,22:00:00,Thursday,24,5
Ashland,KY,Sphere,2001-05-23,22:00:00,Wednesday,23,5
Denver,CO,Oval,2001-05-20,14:00:00,Sunday,20,5
Roanoke,VA,Sphere,2001-05-18,20:17:00,Friday,18,5
Dania Beach (fishing pier),FL,Light,2001-05-18,03:30:00,Friday,18,5
Joliet,IL,Sphere,2001-05-17,15:00:00,Thursday,17,5
New York City (Manhattan),NY,Oval,2001-05-15,13:00:00,Tuesday,15,5
Franklin,NY,Light,2001-05-14,22:00:00,Monday,14,5
Phelan,CA,Fireball,2001-05-05,17:00:00,Saturday,5,5
Santa Cruz,CA,Disk,2001-05-05,12:00:00,Saturday,5,5
Noble,OK,Rectangle,2001-05-01,21:00:00,Tuesday,1,5
Palm Springs/Blythe (between),AZ,Changing,2001-05-01,01:00:00,Tuesday,1,5
Pine Bush,NY,Triangle,2001-06-30,23:00:00,Saturday,30,6
Minnesota (unspecified location),MN,Light,2001-06-30,22:00:00,Saturday,30,6
Crestline,TN,Light,2001-06-30,21:00:00,Saturday,30,6
Howland,OH,Triangle,2001-06-30,20:00:00,Saturday,30,6
Garden Grove,CA,Rectangle,2001-06-30,20:00:00,Saturday,30,6
Atlantic Highlands,NJ,Sphere,2001-06-30,20:00:00,Saturday,30,6
Parrish,FL,Other,2001-06-30,12:00:00,Saturday,30,6
Nevada desert (rural; unspecified by witness),NV,Oval,2001-06-30,11:00:00,Saturday,30,6
Florahome,FL,Circle,2001-06-30,10:45:00,Saturday,30,6
Enon,OH,Light,2001-06-30,05:00:00,Saturday,30,6
Lafollette,TN,Circle,2001-06-30,01:00:00,Saturday,30,6
Santa Rosa,CA,Other,2001-06-30,00:30:00,Saturday,30,6
Dalton,GA,Circle,2001-06-22,10:37:00,Friday,22,6
San Antonio,TX,Sphere,2001-06-21,13:00:00,Thursday,21,6
Harlowton,MT,Circle,2001-06-21,02:52:00,Thursday,21,6
Myrtle Beach,SC,Sphere,2001-06-15,23:00:00,Friday,15,6
Cutler,CA,Circle,2001-06-15,22:00:00,Friday,15,6
Littleton,CO,Disk,2001-06-15,15:00:00,Friday,15,6
Florence,SC,Disk,2001-06-11,13:00:00,Monday,11,6
Follansbee,WV,Other,2001-06-11,00:00:00,Monday,11,6
Provo,UT,Light,2001-06-05,03:30:00,Tuesday,5,6
Hilton Head,NC,Light,2001-06-01,23:00:00,Friday,1,6
Coulterville,CA,Fireball,2001-06-01,23:00:00,Friday,1,6
Various,CA,Sphere,2001-06-01,21:30:00,Friday,1,6
Jackson,GA,Rectangle,2001-06-01,21:00:00,Friday,1,6
Shirley,AR,Light,2001-06-01,16:00:00,Friday,1,6
Lake in the Hills,IL,Disk,2001-07-29,22:00:00,Sunday,29,7
East Prospect,PA,Fireball,2001-07-24,18:30:00,Tuesday,24,7
Spring Valley,NV,Cigar,2001-07-23,00:09:00,Monday,23,7
Gobles,MI,Light,2001-07-20,00:30:00,Friday,20,7
Marlboro,NJ,Disk,2001-07-17,21:00:00,Tuesday,17,7
Marlboro Township,NJ,Disk,2001-07-17,20:30:00,Tuesday,17,7
Harrison,MI,Light,2001-07-16,22:00:00,Monday,16,7
Boone,NC,Triangle,2001-07-15,23:00:00,Sunday,15,7
El Paso,TX,Other,2001-07-15,16:15:00,Sunday,15,7
Wilmington,CA,Fireball,2001-07-15,03:00:00,Sunday,15,7
Ainsworth,NE,Light,2001-07-15,01:15:00,Sunday,15,7
Wilkes-Barre,PA,Triangle,2001-07-15,00:00:00,Sunday,15,7
Joshua Tree,CA,Light,2001-07-14,22:30:00,Saturday,14,7
Cleveland,TX,Fireball,2001-07-12,21:09:00,Thursday,12,7
West Chester,OH,Fireball,2001-07-10,00:00:00,Tuesday,10,7
Spring Valley,CA,Sphere,2001-07-09,20:00:00,Monday,9,7
North Bend,OR,Light,2001-07-07,21:00:00,Saturday,7,7
Doniphan,MO,Triangle,2001-07-02,22:00:00,Monday,2,7
Hallandale,FL,Circle,2001-07-01,23:00:00,Sunday,1,7
Knife River,MN,Triangle,2001-08-28,22:30:00,Tuesday,28,8
Burlington,NJ,Oval,2001-08-28,22:00:00,Tuesday,28,8
Denver,CO,Fireball,2001-08-20,13:00:00,Monday,20,8
Seaside Heights,NJ,Light,2001-08-16,22:00:00,Thursday,16,8
Enosburg Falls,VT,Triangle,2001-08-15,21:45:00,Wednesday,15,8
Lawton,OK,Other,2001-08-15,03:00:00,Wednesday,15,8
Lancaster,OH,Light,2001-08-13,22:31:00,Monday,13,8
Jupiter,FL,Triangle,2001-08-12,22:30:00,Sunday,12,8
Nampa,ID,Disk,2001-08-07,23:00:00,Tuesday,7,8
Cottage Grove,OR,Triangle,2001-08-01,21:30:00,Wednesday,1,8
Federal Way,WA,Disk,2001-08-01,12:00:00,Wednesday,1,8
Ashburn,VA,Other,2001-08-01,03:00:00,Wednesday,1,8
Vail,CO,Triangle,2001-08-01,01:00:00,Wednesday,1,8
Hanford,CA,Disk,2001-09-30,14:25:00,Sunday,30,9
Benton,LA,Sphere,2001-09-30,00:00:00,Sunday,30,9
Richmond,VA,Other,2001-09-28,23:00:00,Friday,28,9
Fulton County (southern location in),GA,Rectangle,2001-09-28,21:30:00,Friday,28,9
Madison,MS,Changing,2001-09-27,03:00:00,Thursday,27,9
Topaz Lake,NV,Oval,2001-09-22,22:00:00,Saturday,22,9
Chatfield,TX,Oval,2001-09-21,19:30:00,Friday,21,9
Renton,WA,Flash,2001-09-20,23:00:00,Thursday,20,9
Middleboro,MA,Rectangle,2001-09-20,23:00:00,Thursday,20,9
Lakewood,CO,Sphere,2001-09-20,19:15:00,Thursday,20,9
Arroyo Grande,CA,Sphere,2001-09-19,19:00:00,Wednesday,19,9
Wilmington,OH,Circle,2001-09-17,01:00:00,Monday,17,9
Blackwood,NJ,Disk,2001-09-15,20:30:00,Saturday,15,9
Tulsa,OK,Disk,2001-09-15,15:30:00,Saturday,15,9
Gladstone,MI,Light,2001-09-15,04:00:00,Saturday,15,9
Traverse City,MI,Rectangle,2001-09-14,21:00:00,Friday,14,9
Berne,NY,Light,2001-09-13,22:00:00,Thursday,13,9
Chicago,IL,Other,2001-09-13,21:15:00,Thursday,13,9
Bordentown,NJ,Triangle,2001-09-12,20:30:00,Wednesday,12,9
Blackshear,GA,Light,2001-09-12,18:00:00,Wednesday,12,9
Big Sur,CA,Fireball,2001-09-12,12:00:00,Wednesday,12,9
Sacramento,CA,Disk,2001-09-12,07:30:00,Wednesday,12,9
Boise,ID,Other,2001-09-12,03:00:00,Wednesday,12,9
Los Angeles,CA,Circle,2001-09-12,00:00:00,Wednesday,12,9
Mesa,AZ,Circle,2001-09-11,20:30:00,Tuesday,11,9
Nashville,TN,Triangle,2001-09-11,20:00:00,Tuesday,11,9
New York City,NY,Sphere,2001-09-11,12:00:00,Tuesday,11,9
New York,NY,Triangle,2001-09-11,09:05:00,Tuesday,11,9
Monticello,WI,Formation,2001-09-11,09:00:00,Tuesday,11,9
New York,NY,Light,2001-09-11,09:00:00,Tuesday,11,9
Hawley,MN,Cigar,2001-09-11,06:00:00,Tuesday,11,9
New York City (Brooklyn),NY,Other,2001-09-11,06:00:00,Tuesday,11,9
Highlands Ranch,CO,Formation,2001-09-10,22:30:00,Monday,10,9
Salt Lake City,UT,Triangle,2001-09-10,21:00:00,Monday,10,9
Austin,TX,Triangle,2001-09-10,19:00:00,Monday,10,9
Guntersville,AL,Light,2001-09-05,20:45:00,Wednesday,5,9
Winter Springs,FL,Triangle,2001-09-01,23:00:00,Saturday,1,9
West Sedona,AZ,Light,2001-09-01,21:00:00,Saturday,1,9
Gig Harbor,WA,Cigar,2001-09-01,19:00:00,Saturday,1,9
Philadelphia,PA,Fireball,2001-09-01,16:30:00,Saturday,1,9
Athens,GA,Triangle,2001-09-01,03:00:00,Saturday,1,9
Glendora,CA,Disk,2001-10-31,20:00:00,Wednesday,31,10
Glendora,CA,Disk,2001-10-31,20:00:00,Wednesday,31,10
Monterey,CA,Changing,2001-10-31,17:30:00,Wednesday,31,10
Johnstown,PA,Rectangle,2001-10-30,21:45:00,Tuesday,30,10
Reedsburg,OH,Triangle,2001-10-27,21:00:00,Saturday,27,10
Las Vegas,NV,Formation,2001-10-17,17:00:00,Wednesday,17,10
Petit Jean Mountain,AR,Light,2001-10-16,21:30:00,Tuesday,16,10
Valdese,NC,Triangle,2001-10-15,17:00:00,Monday,15,10
Atlanta,GA,Sphere,2001-10-15,13:00:00,Monday,15,10
Newport,NC,Circle,2001-10-15,10:00:00,Monday,15,10
Miami,FL,Disk,2001-10-14,10:00:00,Sunday,14,10
Miami,FL,Disk,2001-10-12,22:00:00,Friday,12,10
Richmond,KY,Other,2001-10-07,14:00:00,Sunday,7,10
Key West,FL,Rectangle,2001-10-05,15:00:00,Friday,5,10
Enid,OK,Light,2001-11-26,01:00:00,Monday,26,11
Cross River,NY,Triangle,2001-11-17,02:00:00,Saturday,17,11
Natchitoches/Alexandria (between),LA,Triangle,2001-11-15,05:31:00,Thursday,15,11
Phoenix,AZ,Changing,2001-11-12,23:33:00,Monday,12,11
Jewett,NY,Triangle,2001-11-01,21:00:00,Thursday,1,11
New York City,NY,Light,2001-11-01,19:00:00,Thursday,1,11
Baltimore,MD,Sphere,2001-12-30,20:50:00,Sunday,30,12
Great Falls,MT,Triangle,2001-12-29,03:00:00,Saturday,29,12
Burlington,WI,Formation,2001-12-21,19:00:00,Friday,21,12
Macon,GA,Fireball,2001-12-17,05:40:00,Monday,17,12
St. Charles,MO,Triangle,2001-12-15,22:30:00,Saturday,15,12
Cordova,AK,Sphere,2001-12-15,00:00:00,Saturday,15,12
Sierra Vista,AZ,Light,2001-12-02,19:00:00,Sunday,2,12
El Paso (outside),TX,Rectangle,2001-12-01,22:00:00,Saturday,1,12
Union,MI,Fireball,2002-01-22,07:30:00,Tuesday,22,1
Hyattsville,MD,Sphere,2002-01-14,13:00:00,Monday,14,1
Paintsville,KY,Light,2002-01-13,23:53:00,Sunday,13,1
San Antonio,TX,Rectangle,2002-01-11,21:40:00,Friday,11,1
Central City,NE,Other,2002-02-24,21:00:00,Sunday,24,2
Hollywood,FL,Sphere,2002-02-20,14:30:00,Wednesday,20,2
Ceres,CA,Rectangle,2002-02-19,02:00:00,Tuesday,19,2
Cape Coral,FL,Sphere,2002-02-18,22:00:00,Monday,18,2
Beloit/Milwaukee (between),WI,Changing,2002-02-08,05:30:00,Friday,8,2
Eagle Point,OR,Light,2002-02-05,20:09:00,Tuesday,5,2
Cornwallville,NY,Other,2002-02-02,23:00:00,Saturday,2,2
Martinsville,IL,Triangle,2002-02-02,00:00:00,Saturday,2,2
Avila Beach (Diablo Canyon Nucular power Plant),CA,Cigar,2002-02-01,07:00:00,Friday,1,2
Clear Lake,CA,Cigar,2002-03-14,04:37:00,Thursday,14,3
Rialto,CA,Circle,2002-03-11,00:00:00,Monday,11,3
Aberdeen,MD,Triangle,2002-03-10,03:00:00,Sunday,10,3
St. Charles,IL,Light,2002-04-28,21:45:00,Sunday,28,4
Lakeside,CA,Triangle,2002-04-19,22:00:00,Friday,19,4
Lyndhurst,NJ,Other,2002-04-15,03:00:00,Monday,15,4
Tucson,AZ,Sphere,2002-04-13,10:00:00,Saturday,13,4
Oxford,NC,Triangle,2002-04-12,18:00:00,Friday,12,4
Azle,TX,Cigar,2002-04-10,22:15:00,Wednesday,10,4
New Albany,IN,Rectangle,2002-04-09,22:00:00,Tuesday,9,4
South Elgin,IL,Formation,2002-04-09,12:00:00,Tuesday,9,4
Jacksonville,FL,Sphere,2002-04-01,15:00:00,Monday,1,4
Flora Vista (north of; Hwy. 574),NM,Triangle,2002-04-01,12:00:00,Monday,1,4
Aquasco,MD,Disk,2002-05-30,00:00:00,Thursday,30,5
Round Rock,TX,Changing,2002-05-23,13:00:00,Thursday,23,5
New York City (Brooklyn),NY,Cigar,2002-05-20,11:30:00,Monday,20,5
Lisbon,CT,Oval,2002-05-19,14:55:00,Sunday,19,5
Salem,IL,Sphere,2002-05-16,14:27:00,Thursday,16,5
Florissant,CO,Circle,2002-05-15,12:00:00,Wednesday,15,5
Clarkston,WA,Other,2002-05-12,21:30:00,Sunday,12,5
Gillette,WY,Triangle,2002-05-10,19:00:00,Friday,10,5
Iron Mountian,MI,Disk,2002-05-06,12:00:00,Monday,6,5
Glendale,AZ,Light,2002-05-01,11:30:00,Wednesday,1,5
Honolulu,HI,Circle,2002-06-30,22:00:00,Sunday,30,6
Lansdale,PA,Formation,2002-06-30,21:00:00,Sunday,30,6
Sun Valley,NV,Light,2002-06-30,20:00:00,Sunday,30,6
Thousand Palms,CA,Other,2002-06-30,18:30:00,Sunday,30,6
Hastings,NE,Other,2002-06-30,07:00:00,Sunday,30,6
Lakeside,CA,Triangle,2002-06-30,05:30:00,Sunday,30,6
Largo,FL,Disk,2002-06-30,00:00:00,Sunday,30,6
Hoffman Estates,IL,Fireball,2002-06-26,23:23:00,Wednesday,26,6
Dripping Springs,AZ,Formation,2002-06-26,23:00:00,Wednesday,26,6
Tampa,FL,Sphere,2002-06-26,21:00:00,Wednesday,26,6
Flathead Lake,MT,Disk,2002-06-26,03:00:00,Wednesday,26,6
Pocatello (south of),ID,Rectangle,2002-06-24,20:00:00,Monday,24,6
Ansted,WV,Light,2002-06-22,21:00:00,Saturday,22,6
Martinez,GA,Light,2002-06-20,23:20:00,Thursday,20,6
Salem,AR,Circle,2002-06-20,00:00:00,Thursday,20,6
Moultonboro,NH,Sphere,2002-06-18,21:30:00,Tuesday,18,6
Detroit,MI,Triangle,2002-06-17,08:20:00,Monday,17,6
Logan,WV,Circle,2002-06-16,22:00:00,Sunday,16,6
Olympia,WA,Other,2002-06-16,20:30:00,Sunday,16,6
Lake Powell,UT,Formation,2002-06-15,23:00:00,Saturday,15,6
Dale,TX,Circle,2002-06-15,21:56:00,Saturday,15,6
Nickelville,MO,Oval,2002-06-15,05:00:00,Saturday,15,6
Oak Creek,WI,Triangle,2002-06-15,00:30:00,Saturday,15,6
Frankfort,IN,Fireball,2002-06-14,23:00:00,Friday,14,6
Carrollton,VA,Circle,2002-06-14,21:00:00,Friday,14,6
Philadelphia,PA,Cigar,2002-06-14,12:00:00,Friday,14,6
Midland,TX,Formation,2002-06-12,20:30:00,Wednesday,12,6
Lorane,OR,Triangle,2002-06-10,23:00:00,Monday,10,6
Clay Center,KS,Sphere,2002-06-09,16:00:00,Sunday,9,6
Wascott,WI,Triangle,2002-06-08,22:04:00,Saturday,8,6
Bakersfield,CA,Circle,2002-06-06,01:00:00,Thursday,6,6
Rio Rancho,NM,Light,2002-06-01,20:00:00,Saturday,1,6
New York City (Brooklyn),NY,Fireball,2002-06-01,19:00:00,Saturday,1,6
Bradenton,FL,Formation,2002-06-01,03:00:00,Saturday,1,6
Fairlawn,OH,Triangle,2002-07-31,21:00:00,Wednesday,31,7
Waldorf,MD,Light,2002-07-26,01:30:00,Friday,26,7
Spring Hill,FL,Sphere,2002-07-23,18:00:00,Tuesday,23,7
Dorrington,CA,Light,2002-07-20,23:00:00,Saturday,20,7
Cold Spring,NY,Circle,2002-07-15,22:30:00,Monday,15,7
Bethel,NC,Disk,2002-07-15,18:45:00,Monday,15,7
Fowlerville,MI,Triangle,2002-07-15,15:00:00,Monday,15,7
Franklin County,MO,Disk,2002-07-15,10:00:00,Monday,15,7
Moxee,WA,Light,2002-07-15,01:00:00,Monday,15,7
North Myrtle Beach,SC,Circle,2002-07-14,22:00:00,Sunday,14,7
Portland,OR,Oval,2002-07-13,20:30:00,Saturday,13,7
Indianapolis,IN,Disk,2002-07-13,14:00:00,Saturday,13,7
Pocatello,ID,Triangle,2002-07-12,02:00:00,Friday,12,7
Tucson,AZ,Formation,2002-07-11,19:10:00,Thursday,11,7
Corvallis,OR,Light,2002-07-10,20:00:00,Wednesday,10,7
Mount Prospect,IL,Disk,2002-07-10,19:00:00,Wednesday,10,7
Hercules,CA,Cigar,2002-07-10,01:00:00,Wednesday,10,7
Waterbury,CT,Disk,2002-07-08,18:00:00,Monday,8,7
Eagle Butte,SD,Light,2002-07-07,09:45:00,Sunday,7,7
Currie,MN,Cigar,2002-07-03,14:10:00,Wednesday,3,7
Topeka,KS,Other,2002-07-02,02:00:00,Tuesday,2,7
Newport News,VA,Circle,2002-07-01,23:00:00,Monday,1,7
North Java,NY,Triangle,2002-07-01,23:00:00,Monday,1,7
Brigantine,NJ,Circle,2002-07-01,01:10:00,Monday,1,7
Stephens,AR,Circle,2002-08-28,23:45:00,Wednesday,28,8
Canton,GA,Disk,2002-08-24,12:39:00,Saturday,24,8
Twin Falls,ID,Light,2002-08-19,23:00:00,Monday,19,8
Eastport,ME,Light,2002-08-16,19:45:00,Friday,16,8
Cambridge City,IN,Sphere,2002-08-15,20:00:00,Thursday,15,8
